Id,已采,已发,电商平台,品牌,评论,时间,型号,PageUrl
7986,TRUE,FALSE,京东,AO,双十一购入史密斯热水器，价格很合理，80升的，大品牌。等待安装。,2014/11/12 10:04,AO史密斯（A.O.Smith） ET500J-80 电热水器 80升,http://s.club.jd.com/productpage/p-1008010-s-0-t-1-p-7.html?callback=CommentListNew.setData
7987,TRUE,FALSE,京东,AO,安装师傅很好，很耐心，装的非常漂亮,2014/9/28 7:59,AO史密斯（A.O.Smith） ET500J-80 电热水器 80升,http://s.club.jd.com/productpage/p-1008010-s-0-t-1-p-17.html?callback=CommentListNew.setData
7988,TRUE,FALSE,京东,AO,相当 好  不错\n相当 好  不错\n,2014/10/21 17:07,AO史密斯（A.O.Smith） ET500J-80 电热水器 80升,http://s.club.jd.com/productpage/p-1008010-s-0-t-1-p-7.html?callback=CommentListNew.setData
7989,TRUE,FALSE,京东,AO,很不错很不错很不错很不错很不错,2014/9/28 10:46,AO史密斯（A.O.Smith） ET500J-80 电热水器 80升,http://s.club.jd.com/productpage/p-1008010-s-0-t-1-p-7.html?callback=CommentListNew.setData
7990,TRUE,FALSE,京东,AO,谢谢师傅细致安装  售后人员也有专门回访及安全提示 。值得信赖,2014/9/30 12:57,AO史密斯（A.O.Smith） ET500J-80 电热水器 80升,http://s.club.jd.com/productpage/p-1008010-s-0-t-1-p-17.html?callback=CommentListNew.setData
7991,TRUE,FALSE,京东,AO,史密斯产品没得说非常好！送货速度非常快！安装师傅态度特别好，耐心讲解使用方法，自备了两个角阀，其他材料才用了82元钱，很便宜！,2014/10/3 6:36,AO史密斯（A.O.Smith） ET500J-80 电热水器 80升,http://s.club.jd.com/productpage/p-1008010-s-0-t-1-p-17.html?callback=CommentListNew.setData
7992,TRUE,FALSE,京东,AO,史密斯产品没得说非常好！送货速度非常快！安装师傅态度特别好，耐心讲解使用方法，自备了两个角阀，其他材料才用了82元钱，很便宜！,2014/10/4 18:47,AO史密斯（A.O.Smith） ET500J-80 电热水器 80升,http://s.club.jd.com/productpage/p-1008010-s-0-t-1-p-17.html?callback=CommentListNew.setData
7993,TRUE,FALSE,京东,AO,很好，，，，，，,,,http://s.club.jd.com/productpage/p-1008010-s-0-t-1-p-17.html?callback=CommentListNew.setData
7994,TRUE,FALSE,京东,AO,之前买过两台，现在京东有活动再买一台送人，不错！,2014/11/1 18:26,AO史密斯（A.O.Smith） ET500J-80 电热水器 80升,http://s.club.jd.com/productpage/p-1008010-s-0-t-1-p-7.html?callback=CommentListNew.setData
7995,TRUE,FALSE,京东,AO,大品牌值得信赖，安装师傅服务很好，相信京东很愉快的一次购物,,,http://s.club.jd.com/productpage/p-1008010-s-0-t-1-p-17.html?callback=CommentListNew.setData
7996,TRUE,FALSE,京东,AO,热水器很好，服务也很好，就是管材价格稍贵，要是便宜点更好,,,http://s.club.jd.com/productpage/p-1008010-s-0-t-1-p-17.html?callback=CommentListNew.setData
7997,TRUE,FALSE,京东,AO,热水器高大上，电热水壶赶紧拿来~！鸡冻的心情无法表达~！,,,http://s.club.jd.com/productpage/p-1008010-s-0-t-1-p-17.html?callback=CommentListNew.setData
7998,TRUE,FALSE,京东,AO,很满意的一次购物，很实用，师傅很好，安装完后还耐心教怎么使用，谢谢安装的师傅。,,,http://s.club.jd.com/productpage/p-1008010-s-0-t-1-p-17.html?callback=CommentListNew.setData
7999,TRUE,FALSE,京东,AO,很满意的一次购物，送货很快，安装师傅服务很好，还插电耐心教怎么使用。5分。,,,http://s.club.jd.com/productpage/p-1008010-s-0-t-1-p-17.html?callback=CommentListNew.setData
8000,TRUE,FALSE,京东,AO,性价比高，服务贴心，效率快,2014/11/2 16:24,AO史密斯（A.O.Smith） ET500J-80 电热水器 80升,http://s.club.jd.com/productpage/p-1008010-s-0-t-1-p-8.html?callback=CommentListNew.setData
8001,TRUE,FALSE,京东,AO,服务，质量，售后都很不错,2014/10/14 19:26,AO史密斯（A.O.Smith） ET500J-80 电热水器 80升,http://s.club.jd.com/productpage/p-1008010-s-0-t-1-p-8.html?callback=CommentListNew.setData
8002,TRUE,FALSE,京东,AO,服务，质量都不错,2014/9/28 8:20,AO史密斯（A.O.Smith） ET500J-80 电热水器 80升,http://s.club.jd.com/productpage/p-1008010-s-0-t-1-p-8.html?callback=CommentListNew.setData
8003,TRUE,FALSE,京东,AO,热水器不错，安装师傅真心好！,2014/9/24 14:33,AO史密斯（A.O.Smith） ET500J-80 电热水器 80升,http://s.club.jd.com/productpage/p-1008010-s-0-t-1-p-8.html?callback=CommentListNew.setData
8004,TRUE,FALSE,京东,AO,热水器很不错，装修工人服务很好，史密斯还是很值得信赖的,2014/10/4 10:24,AO史密斯（A.O.Smith） ET500J-80 电热水器 80升,http://s.club.jd.com/productpage/p-1008010-s-0-t-1-p-8.html?callback=CommentListNew.setData
8005,TRUE,FALSE,京东,AO,非常好的热水器，活动时买的，划算。,2014/10/30 18:20,AO史密斯（A.O.Smith） ET500J-80 电热水器 80升,http://s.club.jd.com/productpage/p-1008010-s-0-t-1-p-8.html?callback=CommentListNew.setData
8006,TRUE,FALSE,京东,AO,很不错  美观  性能好  水溶大,2014/10/1 16:42,AO史密斯（A.O.Smith） ET500J-80 电热水器 80升,http://s.club.jd.com/productpage/p-1008010-s-0-t-1-p-18.html?callback=CommentListNew.setData
8007,TRUE,FALSE,京东,AO,以前家里就有用，不错的商品，百年老牌，就是售后不咋地,2014/10/13 11:58,AO史密斯（A.O.Smith） ET500J-80 电热水器 80升,http://s.club.jd.com/productpage/p-1008010-s-0-t-1-p-8.html?callback=CommentListNew.setData
8008,TRUE,FALSE,京东,AO,很好的一款热水器，特别表扬下安装的师傅，很周到很细致，干活很漂亮利索！,2014/9/7 19:43,AO史密斯（A.O.Smith） ET500J-80 电热水器 80升,http://s.club.jd.com/productpage/p-1008010-s-0-t-1-p-8.html?callback=CommentListNew.setData
8009,TRUE,FALSE,京东,AO,史密斯产品没得说非常好！送货速度非常快！安装师傅态度特别好，耐心讲解使用方法，自备了两个角阀，其他材料才用了340元钱，有点小贵！,2014/9/28 0:15,AO史密斯（A.O.Smith） ET500J-80 电热水器 80升,http://s.club.jd.com/productpage/p-1008010-s-0-t-1-p-18.html?callback=CommentListNew.setData
8010,TRUE,FALSE,京东,AO,产品不错，非常满意。,2014/10/24 11:42,AO史密斯（A.O.Smith） ET500J-80 电热水器 80升,http://s.club.jd.com/productpage/p-1008010-s-0-t-1-p-8.html?callback=CommentListNew.setData
8011,TRUE,FALSE,京东,AO,不错的商品，用着不错,,,http://s.club.jd.com/productpage/p-1008010-s-0-t-1-p-8.html?callback=CommentListNew.setData
8012,TRUE,FALSE,京东,AO,还没装修完，没打封呢，客服及送货的师傅都很好，更改地址后也及时给送货了,2014/9/22 0:02,AO史密斯（A.O.Smith） ET500J-80 电热水器 80升,http://s.club.jd.com/productpage/p-1008010-s-0-t-1-p-18.html?callback=CommentListNew.setData
8013,TRUE,FALSE,京东,AO,安装完再晒效果图,2014/8/15 10:34,AO史密斯（A.O.Smith） ET500J-80 电热水器 80升,http://s.club.jd.com/productpage/p-1008010-s-0-t-1-p-18.html?callback=CommentListNew.setData
8014,TRUE,FALSE,京东,AO,不错挺好用,,,http://s.club.jd.com/productpage/p-1008010-s-0-t-1-p-8.html?callback=CommentListNew.setData
8015,TRUE,FALSE,京东,AO,物流真心不错，还没安装,2014/8/18 23:56,AO史密斯（A.O.Smith） ET500J-80 电热水器 80升,http://s.club.jd.com/productpage/p-1008010-s-0-t-1-p-18.html?callback=CommentListNew.setData
8016,TRUE,FALSE,京东,AO,好好好好好好好好好好好好好,2014/10/2 16:39,AO史密斯（A.O.Smith） ET500J-80 电热水器 80升,http://s.club.jd.com/productpage/p-1008010-s-0-t-1-p-18.html?callback=CommentListNew.setData
8017,TRUE,FALSE,京东,AO,用了一个月啦，挺好的，什么问题也没有，一家人洗澡够用，安装师傅服务态度很好，超赞！,2014/9/29 14:40,AO史密斯（A.O.Smith） ET500J-80 电热水器 80升,http://s.club.jd.com/productpage/p-1008010-s-0-t-1-p-18.html?callback=CommentListNew.setData
8018,TRUE,FALSE,京东,AO,非常喜欢的一次购物，价格也比较便宜，质量也好，本来还担心不好，给5分，下次需要再买、比较喜欢,2014/9/8 0:21,AO史密斯（A.O.Smith） ET500J-80 电热水器 80升,http://s.club.jd.com/productpage/p-1008010-s-0-t-1-p-18.html?callback=CommentListNew.setData
8019,TRUE,FALSE,京东,AO,非常喜欢的一次购物，价格也比较便宜，质量也好，本来还担心不好，给5分，下次需要再买、比较喜欢,2014/9/29 21:13,AO史密斯（A.O.Smith） ET500J-80 电热水器 80升,http://s.club.jd.com/productpage/p-1008010-s-0-t-1-p-18.html?callback=CommentListNew.setData
8020,TRUE,FALSE,京东,AO,热水器很好，水温稳定。,,,http://s.club.jd.com/productpage/p-1008010-s-0-t-1-p-18.html?callback=CommentListNew.setData
8021,TRUE,FALSE,京东,AO,外观漂亮，好用,,,http://s.club.jd.com/productpage/p-1008010-s-0-t-1-p-18.html?callback=CommentListNew.setData
8022,TRUE,FALSE,京东,AO,东西不错，送货安装时间都很准时，功能挺强，终身免费保养也挺给力。不过安装费用基本都要200元以上确实太高了。,,,http://s.club.jd.com/productpage/p-1008010-s-0-t-1-p-18.html?callback=CommentListNew.setData
8023,TRUE,FALSE,京东,AO,送货、安装都很准时；貌似功能很强大，居然还有电表功能。,,,http://s.club.jd.com/productpage/p-1008010-s-0-t-1-p-18.html?callback=CommentListNew.setData
8024,TRUE,FALSE,京东,AO,加热很快，水温稳定！很实用！安装师傅也很好，就是安装的时候收了200多元的费用，如果免费就更完美了！,2014/10/27 0:11,AO史密斯（A.O.Smith） ET500J-80 电热水器 80升,http://s.club.jd.com/productpage/p-1008010-s-0-t-1-p-9.html?callback=CommentListNew.setData
8025,TRUE,FALSE,京东,AO,史密斯我一直很爱的品牌，无论装修几个家，热水器始终用史密斯的。,2014/10/27 0:08,AO史密斯（A.O.Smith） ET500J-80 电热水器 80升,http://s.club.jd.com/productpage/p-1008010-s-0-t-1-p-9.html?callback=CommentListNew.setData
8026,TRUE,FALSE,京东,AO,我是10月27号购买的，从订购到送货到安装，非常的让人放心，购买大型家电我一直信任京东，服务信誉很让人称赞，史密斯也是我一直支持的品牌。,2014/10/27 1:31,AO史密斯（A.O.Smith） ET500J-80 电热水器 80升,http://s.club.jd.com/productpage/p-1008010-s-0-t-1-p-9.html?callback=CommentListNew.setData
8027,TRUE,FALSE,京东,AO,保温不是开玩笑的！很好！,2014/10/27 15:15,AO史密斯（A.O.Smith） ET500J-80 电热水器 80升,http://s.club.jd.com/productpage/p-1008010-s-0-t-1-p-9.html?callback=CommentListNew.setData
8028,TRUE,FALSE,京东,AO,京东的快递很给力，史密斯的安装工人服务很到位，而且商品质量够硬！,2014/10/19 16:01,AO史密斯（A.O.Smith） ET500J-80 电热水器 80升,http://s.club.jd.com/productpage/p-1008010-s-0-t-1-p-9.html?callback=CommentListNew.setData
8029,TRUE,FALSE,京东,AO,热水器很好但是我这边就我一个买的不爱来安装老是拖着,2014/10/28 16:03,AO史密斯（A.O.Smith） ET500J-80 电热水器 80升,http://s.club.jd.com/productpage/p-1008010-s-0-t-1-p-9.html?callback=CommentListNew.setData
8030,TRUE,FALSE,京东,AO,不错，挺便宜的,2014/10/15 22:06,AO史密斯（A.O.Smith） ET500J-80 电热水器 80升,http://s.club.jd.com/productpage/p-1008010-s-0-t-1-p-9.html?callback=CommentListNew.setData
8031,TRUE,FALSE,京东,AO,遥控功能不错，就是稍稍有点麻烦，老人使用可能需要适应一段时间,2014/10/7 23:51,AO史密斯（A.O.Smith） ET500J-80 电热水器 80升,http://s.club.jd.com/productpage/p-1008010-s-0-t-1-p-9.html?callback=CommentListNew.setData
8032,TRUE,FALSE,京东,AO,相信AO的质量，出水量很大，而且一会就能放到热水了，真的很方便，以后再也不会为没有热水而发愁了，支持京东，支持正品。,2014/10/27 18:52,AO史密斯（A.O.Smith） ET500J-80 电热水器 80升,http://s.club.jd.com/productpage/p-1008010-s-0-t-1-p-9.html?callback=CommentListNew.setData
8033,TRUE,FALSE,京东,AO,AO史密斯热水器出水量很大，家里安装了热水器再也不愁没热水了，真的很方便的。相信AO的质量，相信京东！,,,http://s.club.jd.com/productpage/p-1008010-s-0-t-1-p-9.html?callback=CommentListNew.setData
8034,TRUE,FALSE,京东,AO,东西不错，目前还没有安装。但感觉还可以的,,,http://s.club.jd.com/productpage/p-1008010-s-0-t-1-p-9.html?callback=CommentListNew.setData
8035,TRUE,FALSE,京东,AO,史密斯售后很好，京东送货也很迅速。东西到手很有质感。,2014/9/28 0:00,AO史密斯（A.O.Smith） ET500J-80 电热水器 80升,http://s.club.jd.com/productpage/p-1008010-s-0-t-1-p-19.html?callback=CommentListNew.setData
8036,TRUE,FALSE,京东,AO,发货快，服务好,,,http://s.club.jd.com/productpage/p-1008010-s-0-t-1-p-9.html?callback=CommentListNew.setData
8037,TRUE,FALSE,京东,AO,家人都说非常好用！,2014/7/8 12:52,AO史密斯（A.O.Smith） ET500J-80 电热水器 80升,http://s.club.jd.com/productpage/p-1008010-s-0-t-1-p-19.html?callback=CommentListNew.setData
8038,TRUE,FALSE,京东,AO,很不错，值得信赖,,,http://s.club.jd.com/productpage/p-1008010-s-0-t-1-p-9.html?callback=CommentListNew.setData
8039,TRUE,FALSE,京东,AO,服务态度真的很好！东西也很棒！全5星！,,,http://s.club.jd.com/productpage/p-1008010-s-0-t-1-p-9.html?callback=CommentListNew.setData
8040,TRUE,FALSE,京东,AO,Ao史密斯 我信赖的热水器,2014/9/8 2:34,AO史密斯（A.O.Smith） ET500J-80 电热水器 80升,http://s.club.jd.com/productpage/p-1008010-s-0-t-1-p-19.html?callback=CommentListNew.setData
8041,TRUE,FALSE,京东,AO,好东西值得信赖\n,,,http://s.club.jd.com/productpage/p-1008010-s-0-t-1-p-9.html?callback=CommentListNew.setData
8042,TRUE,FALSE,京东,AO,大品牌，服务很给力，质量也不错,2014/9/28 7:20,AO史密斯（A.O.Smith） ET500J-80 电热水器 80升,http://s.club.jd.com/productpage/p-1008010-s-0-t-1-p-19.html?callback=CommentListNew.setData
8043,TRUE,FALSE,京东,AO,个头很大，看着外观不错，优惠时候买的，性价比高,2014/9/28 0:05,AO史密斯（A.O.Smith） ET500J-80 电热水器 80升,http://s.club.jd.com/productpage/p-1008010-s-0-t-1-p-19.html?callback=CommentListNew.setData
8044,TRUE,FALSE,京东,AO,挺不错的 便宜 不知道过两天会不会更便宜啊 \n,,,http://s.club.jd.com/productpage/p-1008010-s-0-t-1-p-9.html?callback=CommentListNew.setData
8045,TRUE,FALSE,京东,AO,非常好的热水器，8年前买过一个，用到现在没出过问题，安装师傅赞一个，服务态度很好,2014/8/16 17:08,AO史密斯（A.O.Smith） ET500J-80 电热水器 80升,http://s.club.jd.com/productpage/p-1008010-s-0-t-1-p-19.html?callback=CommentListNew.setData
8046,TRUE,FALSE,京东,AO,刚买下，师傅就来安装,2014/9/28 22:34,AO史密斯（A.O.Smith） ET500J-80 电热水器 80升,http://s.club.jd.com/productpage/p-1008010-s-0-t-1-p-19.html?callback=CommentListNew.setData
8047,TRUE,FALSE,京东,AO,4人洗浴，一天用2度电,2014/9/22 14:05,AO史密斯（A.O.Smith） ET500J-80 电热水器 80升,http://s.club.jd.com/productpage/p-1008010-s-0-t-1-p-19.html?callback=CommentListNew.setData
8048,TRUE,FALSE,京东,AO,上门安装的师傅很好，很负责任,2014/9/30 17:30,AO史密斯（A.O.Smith） ET500J-80 电热水器 80升,http://s.club.jd.com/productpage/p-1008010-s-0-t-1-p-19.html?callback=CommentListNew.setData
8049,TRUE,FALSE,京东,AO,装修新房子买的，装好后很漂亮，售后真的很好。还现场教怎么使用。,,,http://s.club.jd.com/productpage/p-1008010-s-0-t-1-p-19.html?callback=CommentListNew.setData
8050,TRUE,FALSE,京东,AO,第一次在网上买家电，很方便，很便宜，售后也有保障，不错！因为家里还没装修完，暂时还无法安装，只能晒带着包装的照片了。,,,http://s.club.jd.com/productpage/p-1008010-s-0-t-1-p-19.html?callback=CommentListNew.setData
8051,TRUE,FALSE,京东,AO,第一次在网上买家电，很方便，很便宜，售后也有保障，不错！因为家里还没装修完，暂时还无法安装，只能晒带着包装的照片了。,,,http://s.club.jd.com/productpage/p-1008010-s-0-t-1-p-19.html?callback=CommentListNew.setData
8052,TRUE,FALSE,京东,AO,"对这个品牌信心,热水器非常好！服务不错。",,,http://s.club.jd.com/productpage/p-1008010-s-0-t-1-p-19.html?callback=CommentListNew.setData
8053,TRUE,FALSE,京东,AO,热水器功能齐全，加热快，节能。安装师傅很不错，对这个品牌有信心。,,,http://s.club.jd.com/productpage/p-1008010-s-0-t-1-p-19.html?callback=CommentListNew.setData
8054,TRUE,FALSE,京东,AO,送货快，但是家里在油漆，还没拆开看呢\n,2014/10/28 12:34,AO史密斯（A.O.Smith） ET500J-80 电热水器 80升,http://s.club.jd.com/productpage/p-1008010-s-0-t-1-p-10.html?callback=CommentListNew.setData
8055,TRUE,FALSE,京东,AO,"还没用，刚安装完。安装的师傅,很细心,很热情,活也作的很好",2014/10/11 20:10,AO史密斯（A.O.Smith） ET500J-80 电热水器 80升,http://s.club.jd.com/productpage/p-1008010-s-0-t-1-p-10.html?callback=CommentListNew.setData
8056,TRUE,FALSE,京东,AO,"安装的师傅,很细心,很热情,活也作的很好",2014/10/15 11:24,AO史密斯（A.O.Smith） ET500J-80 电热水器 80升,http://s.club.jd.com/productpage/p-1008010-s-0-t-1-p-10.html?callback=CommentListNew.setData
8057,TRUE,FALSE,京东,AO,热水器用了一周，每天加热两个小时，加热到50度，中间即时加热用过两次，时间不长，这一周共计耗电10度左右，感觉电热水器果然很耗电，不敢开恒温，因为热水器放在阳台，而阳台没有采暖，所以恒温的话估计会频繁加热。电热水器就这样了，以后有条件买个空气能，史密斯的热水器还是挺有保证的。小哥服务态度很好，进门鞋套，然后安装都采用最节省材料又美观的办法，可以说是非常不错的。,2014/10/5 14:31,AO史密斯（A.O.Smith） ET500J-80 电热水器 80升,http://s.club.jd.com/productpage/p-1008010-s-0-t-1-p-10.html?callback=CommentListNew.setData
8058,TRUE,FALSE,京东,AO,"牌子硬,外形漂亮,价格实惠,送货及时,服务态度很好,国庆期间买的,装修还没结束,暂时还没安装好.",2014/10/14 10:00,AO史密斯（A.O.Smith） ET500J-80 电热水器 80升,http://s.club.jd.com/productpage/p-1008010-s-0-t-1-p-10.html?callback=CommentListNew.setData
8059,TRUE,FALSE,京东,AO,"牌子硬,外形漂亮,价格实惠,送货及时,服务态度很好,国庆期间买的,装修还没结束,暂时还没安装好",2014/10/27 5:55,AO史密斯（A.O.Smith） ET500J-80 电热水器 80升,http://s.club.jd.com/productpage/p-1008010-s-0-t-1-p-10.html?callback=CommentListNew.setData
8060,TRUE,FALSE,京东,AO,东西不错，感觉很好！,2014/9/18 20:20,AO史密斯（A.O.Smith） ET500J-80 电热水器 80升,http://s.club.jd.com/productpage/p-1008010-s-0-t-1-p-10.html?callback=CommentListNew.setData
8061,TRUE,FALSE,京东,AO,"体积大,送货快,安装即时!",2014/10/7 18:58,AO史密斯（A.O.Smith） ET500J-80 电热水器 80升,http://s.club.jd.com/productpage/p-1008010-s-0-t-1-p-10.html?callback=CommentListNew.setData
8062,TRUE,FALSE,京东,AO,"发货神速,安装即时,质量一流",2014/10/19 22:23,AO史密斯（A.O.Smith） ET500J-80 电热水器 80升,http://s.club.jd.com/productpage/p-1008010-s-0-t-1-p-10.html?callback=CommentListNew.setData
8063,TRUE,FALSE,京东,AO,东西不错，师傅也不错,2014/7/27 15:41,AO史密斯（A.O.Smith） ET500J-80 电热水器 80升,http://s.club.jd.com/productpage/p-1008010-s-0-t-1-p-20.html?callback=CommentListNew.setData
8064,TRUE,FALSE,京东,AO,家有亲戚在用这个品牌的热水器，推荐来买的，质量怎样还有待考验，希望不会让我失望。,2014/9/23 19:28,AO史密斯（A.O.Smith） ET500J-80 电热水器 80升,http://s.club.jd.com/productpage/p-1008010-s-0-t-1-p-20.html?callback=CommentListNew.setData
8065,TRUE,FALSE,京东,AO,用的好才又买一个，就认准史密斯了，用着超级放心啊。,,,http://s.club.jd.com/productpage/p-1008010-s-0-t-1-p-10.html?callback=CommentListNew.setData
8066,TRUE,FALSE,京东,AO,非常好的热水器。。。。。。。,2014/9/28 9:09,AO史密斯（A.O.Smith） ET500J-80 电热水器 80升,http://s.club.jd.com/productpage/p-1008010-s-0-t-1-p-20.html?callback=CommentListNew.setData
8067,TRUE,FALSE,京东,AO,还没使用，是看10.1优惠活动比较大，正好父母房子装修，就一起囤货了，买了7件商品，觉得都很优惠！,,,http://s.club.jd.com/productpage/p-1008010-s-0-t-1-p-10.html?callback=CommentListNew.setData
8068,TRUE,FALSE,京东,AO,很赞的热水器,2014/10/4 8:32,AO史密斯（A.O.Smith） ET500J-80 电热水器 80升,http://s.club.jd.com/productpage/p-1008010-s-0-t-1-p-20.html?callback=CommentListNew.setData
8069,TRUE,FALSE,京东,AO,好东西！要洗就洗半个世纪,,,http://s.club.jd.com/productpage/p-1008010-s-0-t-1-p-10.html?callback=CommentListNew.setData
8070,TRUE,FALSE,京东,AO,就是冲着史密斯这个大品牌，从现在看还没有什么问题，希望能一直保持下去，对史密斯有信心！,,,http://s.club.jd.com/productpage/p-1008010-s-0-t-1-p-10.html?callback=CommentListNew.setData
8071,TRUE,FALSE,京东,AO,外观很好，不错，但现在没使用，,2014/5/1 21:30,AO史密斯（A.O.Smith） ET500J-80 电热水器 80升,http://s.club.jd.com/productpage/p-1008010-s-0-t-1-p-20.html?callback=CommentListNew.setData
8072,TRUE,FALSE,京东,AO,安装效果不错，值得信赖,2014/8/26 23:09,AO史密斯（A.O.Smith） ET500J-80 电热水器 80升,http://s.club.jd.com/productpage/p-1008010-s-0-t-1-p-20.html?callback=CommentListNew.setData
8073,TRUE,FALSE,京东,AO,新房用的还没安装，先评价,2014/10/1 21:03,AO史密斯（A.O.Smith） ET500J-80 电热水器 80升,http://s.club.jd.com/productpage/p-1008010-s-0-t-1-p-20.html?callback=CommentListNew.setData
8074,TRUE,FALSE,京东,AO,已经安装，和实体店一样的安装售后。非常喜欢。挺好的,2014/9/28 0:01,AO史密斯（A.O.Smith） ET500J-80 电热水器 80升,http://s.club.jd.com/productpage/p-1008010-s-0-t-1-p-20.html?callback=CommentListNew.setData
8075,TRUE,FALSE,京东,AO,很好，数字显示不稳定，安装费用好贵,2014/10/3 17:53,AO史密斯（A.O.Smith） ET500J-80 电热水器 80升,http://s.club.jd.com/productpage/p-1008010-s-0-t-1-p-20.html?callback=CommentListNew.setData
8076,TRUE,FALSE,京东,AO,第二个ao的热水器。给爸妈买的。非常棒,,,http://s.club.jd.com/productpage/p-1008010-s-0-t-1-p-20.html?callback=CommentListNew.setData
8077,TRUE,FALSE,京东,AO,第二次买史密斯的热水器了。80升希望可以满足浴缸～,,,http://s.club.jd.com/productpage/p-1008010-s-0-t-1-p-20.html?callback=CommentListNew.setData
8078,TRUE,FALSE,京东,AO,整体感觉这款热水器还是不错的。功能齐全，加热快，节能。安装也不错，事后公司好几个电话对于安装服务进行回访。,,,http://s.club.jd.com/productpage/p-1008010-s-0-t-1-p-20.html?callback=CommentListNew.setData
8079,TRUE,FALSE,京东,AO,整体感觉这款热水器还是不错的。功能齐全，加热快，节能。安装也不错，事后公司好几个电话对于安装服务进行回访。,,,http://s.club.jd.com/productpage/p-1008010-s-0-t-1-p-20.html?callback=CommentListNew.setData
8080,TRUE,FALSE,京东,AO,东西不错，价格便宜，下次还来,,,http://s.club.jd.com/productpage/p-1008010-s-0-t-1-p-20.html?callback=CommentListNew.setData
8081,TRUE,FALSE,京东,AO,买电器就上京东，物美价廉,,,http://s.club.jd.com/productpage/p-1008010-s-0-t-1-p-20.html?callback=CommentListNew.setData
8082,TRUE,FALSE,京东,AO,很不错的一次买卖，产品非常不错！,2014/10/7 22:26,AO史密斯（A.O.Smith） ET500J-80 电热水器 80升,http://s.club.jd.com/productpage/p-1008010-s-0-t-1-p-11.html?callback=CommentListNew.setData
8083,TRUE,FALSE,京东,AO,送货及时，到货后客服当天就联系明天来安装，非常快捷方便，师傅上门安装服务非常好，就是配件有点小贵，合计收取配件费200多。,2014/10/18 22:43,AO史密斯（A.O.Smith） ET500J-80 电热水器 80升,http://s.club.jd.com/productpage/p-1008010-s-0-t-1-p-11.html?callback=CommentListNew.setData
8084,TRUE,FALSE,京东,AO,实体店偏贵，网上下单便宜不少，不愧是大品牌，用下来保温效果很好,2014/10/19 17:42,AO史密斯（A.O.Smith） ET500J-80 电热水器 80升,http://s.club.jd.com/productpage/p-1008010-s-0-t-1-p-11.html?callback=CommentListNew.setData
8085,TRUE,FALSE,京东,AO,保温效果好，省电！,2014/10/20 14:14,AO史密斯（A.O.Smith） ET500J-80 电热水器 80升,http://s.club.jd.com/productpage/p-1008010-s-0-t-1-p-11.html?callback=CommentListNew.setData
8086,TRUE,FALSE,京东,AO,第二次在京东买AO史密斯的热水器了，非常好，价格也好,2014/10/13 11:59,AO史密斯（A.O.Smith） ET500J-80 电热水器 80升,http://s.club.jd.com/productpage/p-1008010-s-0-t-1-p-11.html?callback=CommentListNew.setData
8087,TRUE,FALSE,京东,AO,京东AO史密斯性价比非常好，第二次在京东买AO史密斯热水器了，质量非常好，价格也好,2014/10/16 22:14,AO史密斯（A.O.Smith） ET500J-80 电热水器 80升,http://s.club.jd.com/productpage/p-1008010-s-0-t-1-p-11.html?callback=CommentListNew.setData
8088,TRUE,FALSE,京东,AO,史密斯的热水器确实不错，实体店好贵，只好在网上买了，已经装上去了，效果很满意。,2014/9/23 9:44,AO史密斯（A.O.Smith） ET500J-80 电热水器 80升,http://s.club.jd.com/productpage/p-1008010-s-0-t-1-p-11.html?callback=CommentListNew.setData
8089,TRUE,FALSE,京东,AO,京东的快递真心不错，买了第二天就送到了，现在安装上去了，很好看，效果也不错，满意，史密斯不错。,2014/10/1 14:26,AO史密斯（A.O.Smith） ET500J-80 电热水器 80升,http://s.club.jd.com/productpage/p-1008010-s-0-t-1-p-11.html?callback=CommentListNew.setData
8090,TRUE,FALSE,京东,AO,送货很快，热水器比想象中的漂亮，给予五星评价。,2014/10/15 20:14,AO史密斯（A.O.Smith） ET500J-80 电热水器 80升,http://s.club.jd.com/productpage/p-1008010-s-0-t-1-p-11.html?callback=CommentListNew.setData
8091,TRUE,FALSE,京东,AO,很满意的一次网购，售后安装也很专业，还没开始使用，不过估计应该很好用，下次继续来。,,,http://s.club.jd.com/productpage/p-1008010-s-0-t-1-p-11.html?callback=CommentListNew.setData
8092,TRUE,FALSE,京东,AO,不错啊，希望是质量好的,,,http://s.club.jd.com/productpage/p-1008010-s-0-t-1-p-11.html?callback=CommentListNew.setData
8093,TRUE,FALSE,京东,AO,大品牌，质量好，安装师傅人也不错,,,http://s.club.jd.com/productpage/p-1008010-s-0-t-1-p-11.html?callback=CommentListNew.setData
8094,TRUE,FALSE,京东,AO,一直用这个品牌，值得信赖，给老爸老妈买的，遥控方便,2014/9/20 22:49,AO史密斯（A.O.Smith） ET500J-80 电热水器 80升,http://s.club.jd.com/productpage/p-1008010-s-0-t-1-p-21.html?callback=CommentListNew.setData
8095,TRUE,FALSE,京东,AO,很满意的一次购物，质量没的说，售后安装也很专业，赞！,,,http://s.club.jd.com/productpage/p-1008010-s-0-t-1-p-11.html?callback=CommentListNew.setData
8096,TRUE,FALSE,京东,AO,史密斯热水器80L用下来很满意，安装人员很专业，很细心，赞！,,,http://s.club.jd.com/productpage/p-1008010-s-0-t-1-p-11.html?callback=CommentListNew.setData
